Tick,Attribute.Component,Origin
0,material.fan,material.fan
0,power.heater,power.heater
0,temperature.heater,temperature.heater
0,geometry.body,geometry.body
1,material.nozzle,power.heater
1,temperature.motor,temperature.heater
2,geometry.motor,geometry.motor
2,power.fan,power.heater
2,geometry.nozzle,geometry.nozzle
2,temperature.heater,geometry.body
3,power.motor,power.motor
3,geometry.nozzle,temperature.motor
3,geometry.fan,geometry.fan
3,geometry.heater,material.fan
3,material.heater,material.heater
3,material.motor,power.heater
3,geometry.body,material.nozzle
3,material.body,material.nozzle
