Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,geometry.fan,geometry.fan
0,temperature.heater,temperature.heater
0,geometry.body,geometry.body
2,geometry.motor,geometry.motor
2,power.motor,power.motor
2,temperature.heater,temperature.motor
2,geometry.nozzle,temperature.motor
2,geometry.motor,geometry.fan
2,temperature.heater,geometry.body
3,geometry.motor,temperature.motor
3,power.fan,power.fan
3,power.heater,power.heater
3,material.body,geometry.body
4,material.motor,temperature.motor
4,geometry.heater,temperature.motor
4,power.fan,geometry.nozzle
4,temperature.nozzle,geometry.nozzle
4,material.body,geometry.nozzle
