Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,geometry.fan,geometry.fan
0,rot.speed.fan,rot.speed.fan
1,material.motor,material.motor
1,power.motor,power.motor
1,temperature.heater,temperature.motor
1,power.heater,power.heater
2,geometry.heater,material.motor
2,geometry.nozzle,temperature.motor
2,material.nozzle,rot.speed.fan
2,power.fan,power.fan
2,material.nozzle,power.heater
3,geometry.motor,temperature.motor
3,material.body,temperature.motor
3,temperature.nozzle,rot.speed.fan
3,material.fan,material.fan
3,material.body,power.fan
3,power.fan,power.heater
3,geometry.heater,power.heater
