Tick,Attribute.Component,Origin
0,power.motor,power.motor
0,temperature.motor,temperature.motor
0,material.body,material.body
1,temperature.heater,temperature.motor
1,power.fan,power.fan
1,power.fan,material.body
2,geometry.motor,geometry.motor
2,geometry.nozzle,temperature.motor
2,rot.speed.fan,rot.speed.fan
2,material.fan,material.fan
2,power.heater,power.heater
2,geometry.heater,material.body
2,geometry.nozzle,material.body
3,geometry.motor,temperature.motor
3,material.body,temperature.motor
3,geometry.nozzle,power.fan
3,material.motor,geometry.heater
