Tick,Attribute.Component,Origin
0,rot.speed.fan,rot.speed.fan
0,power.fan,power.fan
1,material.body,material.body
2,geometry.motor,geometry.motor
2,material.nozzle,rot.speed.fan
2,temperature.nozzle,rot.speed.fan
2,geometry.nozzle,power.fan
2,material.body,power.fan
3,temperature.motor,temperature.motor
3,geometry.motor,power.fan
3,temperature.heater,power.fan
3,material.heater,material.heater
3,material.body,material.nozzle
3,geometry.body,geometry.body
4,material.motor,material.motor
4,power.motor,power.motor
4,temperature.heater,temperature.motor
4,geometry.heater,power.fan
4,temperature.motor,geometry.nozzle
4,temperature.nozzle,geometry.nozzle
4,material.body,geometry.nozzle
4,power.heater,material.nozzle
