Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,power.fan,power.fan
1,power.motor,power.motor
1,material.heater,material.heater
1,geometry.nozzle,geometry.nozzle
2,temperature.motor,temperature.motor
2,geometry.nozzle,power.fan
2,material.body,power.fan
2,power.heater,power.heater
3,temperature.heater,temperature.motor
3,power.heater,power.fan
3,temperature.heater,material.body
3,material.nozzle,material.body
4,geometry.motor,geometry.motor
4,material.motor,material.motor
4,geometry.nozzle,temperature.motor
4,power.fan,geometry.fan
4,power.heater,geometry.fan
4,temperature.nozzle,temperature.heater
4,power.heater,material.nozzle
4,geometry.heater,material.body
4,geometry.nozzle,material.body
