Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,geometry.fan,geometry.fan
0,material.heater,material.heater
0,power.heater,power.heater
1,geometry.motor,geometry.motor
1,power.fan,power.fan
1,material.nozzle,power.heater
2,temperature.heater,temperature.motor
2,geometry.nozzle,temperature.motor
2,power.fan,power.heater
3,geometry.fan,geometry.motor
3,power.motor,power.motor
3,geometry.motor,temperature.motor
3,material.body,power.fan
3,temperature.nozzle,material.heater
3,rot.speed.fan,material.nozzle
4,material.motor,temperature.motor
4,rot.speed.fan,temperature.motor
4,geometry.heater,temperature.motor
4,geometry.nozzle,power.fan
4,material.body,material.heater
4,geometry.heater,power.heater
4,material.fan,material.nozzle
