Tick,Attribute.Component,Origin
0,material.motor,material.motor
0,power.motor,power.motor
0,material.fan,material.fan
0,power.fan,power.fan
0,power.heater,power.heater
1,geometry.fan,geometry.fan
1,rot.speed.fan,rot.speed.fan
1,material.body,power.fan
1,material.nozzle,power.heater
2,geometry.heater,material.motor
2,geometry.nozzle,power.fan
2,material.heater,material.heater
2,power.fan,power.heater
2,temperature.heater,temperature.heater
2,material.body,material.nozzle
3,geometry.heater,material.fan
3,rot.speed.fan,material.nozzle
4,geometry.motor,geometry.motor
4,temperature.motor,material.motor
4,geometry.motor,geometry.fan
4,power.heater,geometry.fan
4,temperature.motor,temperature.heater
4,geometry.body,temperature.heater
4,temperature.nozzle,geometry.nozzle
4,geometry.heater,material.body
4,geometry.nozzle,material.body
