Tick,Attribute.Component,Origin
0,power.motor,power.motor
0,rot.speed.fan,rot.speed.fan
0,power.fan,power.fan
0,material.body,material.body
1,material.motor,material.motor
1,geometry.fan,geometry.fan
1,material.fan,material.fan
1,geometry.nozzle,geometry.nozzle
1,material.nozzle,material.body
2,geometry.heater,material.motor
2,material.body,power.fan
2,material.heater,material.heater
2,power.heater,material.nozzle
3,material.nozzle,rot.speed.fan
3,temperature.nozzle,rot.speed.fan
3,geometry.motor,power.fan
3,power.heater,power.fan
3,temperature.heater,power.fan
3,geometry.nozzle,power.fan
