Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,power.fan,power.fan
0,geometry.nozzle,geometry.nozzle
1,rot.speed.fan,rot.speed.fan
1,geometry.body,geometry.body
2,power.motor,power.motor
2,geometry.nozzle,power.fan
2,material.body,power.fan
3,geometry.motor,geometry.fan
3,material.nozzle,rot.speed.fan
3,temperature.heater,power.fan
3,temperature.heater,geometry.body
3,material.nozzle,geometry.body
3,material.nozzle,material.body
4,temperature.nozzle,rot.speed.fan
4,geometry.fan,power.fan
4,temperature.motor,temperature.heater
4,material.body,temperature.heater
4,temperature.motor,geometry.nozzle
4,temperature.nozzle,geometry.nozzle
4,material.body,geometry.nozzle
4,power.heater,material.nozzle
5,temperature.motor,rot.speed.fan
5,geometry.heater,power.fan
5,power.heater,power.fan
5,temperature.heater,temperature.nozzle
6,power.fan,geometry.motor
6,geometry.heater,power.motor
6,material.motor,rot.speed.fan
6,material.body,geometry.body
