Tick,Attribute.Component,Origin
0,material.motor,material.motor
0,temperature.motor,temperature.motor
0,power.fan,power.fan
0,material.heater,material.heater
0,material.body,material.body
1,geometry.motor,geometry.motor
1,temperature.heater,temperature.motor
1,geometry.fan,geometry.fan
1,material.body,power.fan
2,power.motor,power.motor
2,rot.speed.fan,rot.speed.fan
2,geometry.nozzle,power.fan
2,material.heater,material.heater
2,temperature.nozzle,temperature.heater
2,material.body,temperature.heater
