Tick,Attribute.Component,Origin
0,power.heater,power.heater
1,material.motor,material.motor
1,power.fan,power.fan
1,material.heater,material.heater
1,material.nozzle,power.heater
1,material.body,material.body
2,geometry.motor,geometry.motor
2,material.body,material.nozzle
3,temperature.motor,temperature.motor
3,geometry.motor,power.fan
3,geometry.nozzle,power.fan
3,material.body,power.fan
4,power.motor,power.motor
4,temperature.nozzle,material.heater
4,material.motor,power.heater
4,geometry.heater,power.heater
4,temperature.heater,temperature.heater
4,rot.speed.fan,material.nozzle
