Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,temperature.motor,temperature.motor
0,geometry.fan,geometry.fan
0,power.fan,power.fan
0,material.heater,material.heater
1,temperature.heater,temperature.motor
1,material.body,power.fan
2,geometry.fan,geometry.motor
2,power.fan,geometry.motor
2,material.motor,material.motor
2,geometry.nozzle,temperature.motor
2,material.body,temperature.heater
3,temperature.motor,geometry.motor
3,power.motor,power.motor
3,material.heater,material.heater
3,material.nozzle,material.body
