Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,material.fan,material.fan
1,power.motor,power.motor
1,temperature.heater,temperature.motor
1,material.heater,material.heater
1,power.heater,power.heater
1,geometry.nozzle,geometry.nozzle
2,geometry.motor,geometry.motor
2,geometry.nozzle,temperature.motor
2,rot.speed.fan,rot.speed.fan
2,geometry.nozzle,material.fan
2,geometry.body,geometry.body
3,geometry.motor,temperature.motor
3,geometry.fan,power.heater
3,power.fan,power.heater
3,geometry.heater,power.heater
3,temperature.nozzle,temperature.heater
4,material.motor,temperature.motor
4,rot.speed.fan,temperature.motor
4,geometry.heater,temperature.motor
4,material.body,temperature.motor
4,geometry.heater,material.fan
4,temperature.nozzle,material.heater
4,power.fan,temperature.heater
4,power.fan,geometry.nozzle
4,material.body,geometry.nozzle
4,temperature.heater,geometry.body
