Tick,Attribute.Component,Origin
0,power.motor,power.motor
0,geometry.fan,geometry.fan
1,geometry.motor,geometry.motor
1,temperature.motor,temperature.motor
2,power.heater,geometry.fan
2,material.heater,material.heater
2,material.body,material.body
3,geometry.fan,geometry.motor
3,temperature.heater,temperature.motor
3,geometry.nozzle,temperature.motor
3,material.nozzle,power.heater
3,power.fan,material.body
3,material.nozzle,material.body
4,temperature.motor,geometry.motor
4,material.motor,material.motor
4,geometry.heater,power.motor
4,geometry.heater,power.heater
4,geometry.heater,material.body
4,geometry.nozzle,material.body
4,temperature.nozzle,material.body
