Tick,Attribute.Component,Origin
0,material.body,material.body
1,geometry.motor,geometry.motor
2,temperature.motor,temperature.motor
2,rot.speed.fan,rot.speed.fan
2,power.fan,power.fan
2,geometry.nozzle,geometry.nozzle
2,geometry.nozzle,material.body
2,material.nozzle,material.body
3,geometry.fan,geometry.motor
3,temperature.heater,temperature.motor
3,power.heater,material.nozzle
3,temperature.motor,material.body
3,power.fan,material.body
4,temperature.motor,geometry.motor
4,power.fan,geometry.motor
4,power.heater,geometry.motor
4,material.body,temperature.heater
4,temperature.motor,geometry.nozzle
4,material.fan,geometry.nozzle
4,power.fan,geometry.nozzle
4,temperature.nozzle,geometry.nozzle
4,rot.speed.fan,material.nozzle
5,power.motor,power.motor
6,material.motor,geometry.motor
6,temperature.nozzle,rot.speed.fan
6,power.heater,power.fan
6,power.fan,temperature.heater
6,temperature.nozzle,material.body
