Tick,Attribute.Component,Origin
0,material.heater,material.heater
0,temperature.heater,temperature.heater
1,rot.speed.fan,rot.speed.fan
1,temperature.motor,temperature.heater
1,temperature.nozzle,temperature.heater
2,geometry.fan,geometry.fan
2,material.fan,material.fan
2,power.fan,power.fan
3,geometry.nozzle,temperature.motor
3,material.nozzle,rot.speed.fan
3,temperature.nozzle,rot.speed.fan
3,material.body,power.fan
3,power.heater,power.heater
3,power.fan,temperature.heater
3,material.body,temperature.heater
4,material.body,temperature.motor
4,geometry.motor,geometry.fan
4,geometry.motor,material.heater
4,temperature.nozzle,material.heater
4,material.body,material.heater
4,material.nozzle,power.heater
4,geometry.body,temperature.heater
5,power.motor,power.motor
5,material.motor,temperature.motor
5,geometry.heater,temperature.motor
5,power.heater,geometry.fan
5,material.body,material.fan
5,geometry.nozzle,power.fan
