Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,rot.speed.fan,rot.speed.fan
0,geometry.nozzle,geometry.nozzle
0,material.body,material.body
1,material.motor,material.motor
1,material.heater,material.heater
1,power.heater,power.heater
1,power.fan,material.body
1,material.nozzle,material.body
2,power.fan,geometry.motor
2,power.motor,power.motor
2,temperature.motor,temperature.motor
2,material.nozzle,rot.speed.fan
2,temperature.nozzle,rot.speed.fan
2,material.fan,material.fan
2,temperature.motor,geometry.nozzle
2,power.fan,geometry.nozzle
2,temperature.nozzle,geometry.nozzle
2,material.body,geometry.nozzle
