Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,geometry.body,geometry.body
0,material.body,material.body
1,temperature.heater,temperature.motor
1,material.fan,material.fan
1,material.nozzle,material.body
2,geometry.nozzle,temperature.motor
2,geometry.fan,geometry.fan
2,power.fan,power.fan
2,power.heater,power.heater
2,material.body,temperature.heater
2,temperature.heater,geometry.body
2,material.nozzle,geometry.body
3,power.motor,power.motor
3,geometry.motor,temperature.motor
3,material.body,power.fan
3,material.nozzle,power.heater
3,material.body,geometry.body
4,material.motor,temperature.motor
4,rot.speed.fan,temperature.motor
4,geometry.heater,temperature.motor
4,material.nozzle,material.fan
4,geometry.heater,power.heater
4,power.fan,geometry.nozzle
4,temperature.nozzle,geometry.nozzle
4,material.body,geometry.nozzle
