Tick,Attribute.Component,Origin
0,power.motor,power.motor
0,geometry.fan,geometry.fan
1,rot.speed.fan,rot.speed.fan
2,temperature.motor,temperature.motor
2,power.heater,geometry.fan
3,material.body,material.body
4,geometry.motor,geometry.motor
4,geometry.heater,power.motor
4,temperature.heater,temperature.motor
4,geometry.nozzle,temperature.motor
4,geometry.motor,geometry.fan
4,power.fan,geometry.fan
4,geometry.heater,geometry.fan
4,power.fan,power.heater
4,material.nozzle,power.heater
4,power.fan,material.body
5,geometry.motor,temperature.motor
5,material.fan,geometry.fan
5,temperature.motor,rot.speed.fan
5,material.nozzle,rot.speed.fan
5,material.motor,power.heater
5,geometry.heater,material.body
5,temperature.heater,material.body
5,geometry.nozzle,material.body
5,material.nozzle,material.body
