Tick,Attribute.Component,Origin
0,power.motor,power.motor
0,power.heater,power.heater
0,material.body,material.body
1,geometry.motor,geometry.motor
1,temperature.motor,temperature.motor
1,power.fan,power.fan
1,material.nozzle,power.heater
1,temperature.heater,temperature.heater
1,power.fan,material.body
1,material.nozzle,material.body
2,material.motor,material.motor
2,material.heater,material.heater
2,geometry.heater,power.heater
2,temperature.motor,temperature.heater
2,geometry.nozzle,geometry.nozzle
2,geometry.heater,material.body
2,geometry.nozzle,material.body
