Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,geometry.fan,geometry.fan
0,power.heater,power.heater
1,power.motor,power.motor
1,temperature.heater,temperature.motor
1,material.nozzle,power.heater
1,material.body,material.body
2,rot.speed.fan,rot.speed.fan
2,material.fan,material.fan
2,material.motor,power.heater
2,geometry.heater,power.heater
3,geometry.motor,temperature.motor
3,geometry.nozzle,temperature.motor
3,geometry.body,temperature.heater
3,geometry.heater,material.body
3,geometry.nozzle,material.body
3,material.nozzle,material.body
3,temperature.nozzle,material.body
