Tick,Attribute.Component,Origin
0,rot.speed.fan,rot.speed.fan
0,power.fan,power.fan
0,material.heater,material.heater
0,material.body,material.body
1,geometry.motor,geometry.motor
1,power.heater,power.heater
2,temperature.motor,temperature.motor
2,material.nozzle,rot.speed.fan
2,geometry.nozzle,power.fan
2,material.body,power.fan
2,material.heater,material.heater
2,material.nozzle,power.heater
3,temperature.nozzle,rot.speed.fan
3,temperature.heater,power.fan
3,power.fan,power.heater
3,geometry.heater,power.heater
3,material.body,material.nozzle
4,power.motor,power.motor
4,geometry.nozzle,temperature.motor
4,geometry.fan,geometry.fan
4,geometry.fan,power.heater
4,temperature.motor,temperature.heater
5,material.motor,rot.speed.fan
5,material.body,geometry.heater
5,temperature.nozzle,material.heater
5,geometry.body,temperature.heater
