Tick,Attribute.Component,Origin
0,power.motor,power.motor
0,temperature.motor,temperature.motor
0,material.fan,material.fan
0,power.fan,power.fan
0,material.body,material.body
2,geometry.nozzle,temperature.motor
2,rot.speed.fan,rot.speed.fan
2,power.heater,power.fan
2,geometry.nozzle,power.fan
2,material.body,power.fan
3,geometry.motor,temperature.motor
3,material.body,temperature.motor
3,temperature.heater,power.fan
3,material.nozzle,power.heater
4,material.motor,temperature.motor
4,rot.speed.fan,temperature.motor
4,geometry.heater,temperature.motor
4,geometry.fan,geometry.fan
4,geometry.nozzle,material.fan
4,geometry.heater,power.fan
