Tick,Attribute.Component,Origin
0,rot.speed.fan,rot.speed.fan
0,material.fan,material.fan
0,power.heater,power.heater
1,material.nozzle,power.heater
1,temperature.heater,temperature.heater
2,power.motor,power.motor
2,geometry.heater,power.heater
2,temperature.nozzle,temperature.heater
2,geometry.nozzle,geometry.nozzle
3,temperature.motor,temperature.motor
3,material.nozzle,rot.speed.fan
3,geometry.heater,material.fan
3,geometry.body,temperature.heater
4,temperature.heater,temperature.motor
4,geometry.fan,geometry.fan
4,temperature.motor,rot.speed.fan
4,material.motor,geometry.heater
4,geometry.motor,power.heater
4,geometry.fan,power.heater
4,power.fan,power.heater
4,temperature.motor,geometry.nozzle
4,material.body,geometry.nozzle
