Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,power.heater,power.heater
1,material.heater,material.heater
1,geometry.motor,power.heater
1,geometry.body,geometry.body
1,material.body,material.body
2,power.fan,geometry.motor
2,temperature.nozzle,geometry.motor
2,power.motor,power.motor
3,material.fan,power.fan
3,geometry.fan,power.heater
3,geometry.heater,power.heater
3,geometry.nozzle,power.heater
4,temperature.heater,temperature.motor
4,material.motor,geometry.heater
4,rot.speed.fan,geometry.heater
4,material.nozzle,temperature.nozzle
